eda,bvp,temp,x,y,z,emotion
0.11,-7.49,31.17,-35,43,32,0
0.11,7.46,31.17,-35,43,32,0
0.11,9.14,31.17,-35,43,32,0
0.11,-17.79,31.15,-35,43,32,0
0.11,5.98,31.15,-35,44,32,0
0.11,12.66,31.15,-35,43,32,0
0.11,-21.14,31.15,-35,43,32,0
0.11,9.05,31.17,-35,44,32,0
0.11,4.22,31.17,-35,43,32,0
0.11,-22.39,31.17,-35,43,32,0
0.11,19.71,31.17,-35,44,33,0
0.11,-2.96,31.17,-36,43,32,0
0.11,-18.39,31.17,-36,43,32,0
0.11,12.99,31.17,-34,43,33,0
0.11,2,31.17,-35,43,32,0
0.11,-10.56,31.17,-35,43,32,0
0.11,8.07,31.17,-35,43,32,0
0.11,-2.93,31.17,-35,43,32,0
0.11,-8.11,31.17,-35,43,32,0
0.11,12.94,31.17,-35,43,32,0
0.11,-2.74,31.17,-35,43,33,0
0.11,-3.47,31.17,-35,43,32,0
0.11,9.22,31.17,-35,43,32,0
0.11,-12.49,31.15,-35,43,32,0
0.11,3.31,31.15,-35,43,32,0
0.11,5.16,31.15,-35,43,32,0
0.11,-8.29,31.15,-35,43,32,0
0.11,4.69,31.17,-35,44,32,0
0.11,1.63,31.17,-36,43,32,0
0.11,-17.53,31.17,-35,44,32,0
0.11,12.81,31.17,-35,43,32,0
0.11,2.11,31.15,-35,43,32,0
0.11,-16.44,31.15,-35,43,32,0
0.11,9.56,31.15,-35,43,32,0
0.11,4.15,31.15,-35,43,32,0
0.11,-3.75,31.17,-36,43,32,0
0.11,-0.6,31.17,-35,43,32,0
0.11,-3.37,31.17,-35,43,32,0
0.11,4.79,31.17,-35,44,32,0
0,-0.03,33.29,-7,24,58,0
0.08,5.06,33.29,1,25,58,0
0.13,17.91,33.29,1,25,58,0
0.12,79.34,33.29,5,24,60,0
0.13,228.25,33.29,5,25,60,0
0.13,-486.5,33.29,1,23,58,0
0.13,-5.9,33.29,5,23,60,0
0.13,156.15,33.29,5,23,59,0
0.13,46.78,33.27,7,23,57,0
0.13,4.05,33.27,5,22,60,0
0.13,0.15,33.27,6,22,59,0
0.13,0.76,33.27,7,23,60,0
0.13,3.37,33.27,9,22,60,0
0.13,12.51,33.27,12,22,60,0
0.13,12.93,33.27,16,23,58,0
0.13,-29.78,33.27,12,22,56,0
0.13,-63.32,33.27,15,23,57,0
0.13,19.66,33.27,15,22,58,0
0.13,0.28,33.27,12,22,59,0
0.13,18.91,33.27,11,22,58,0
0.13,22.51,33.25,13,22,57,0
0.13,-33.9,33.25,17,22,59,0
0.13,41.35,33.25,14,22,59,0
0.13,0.48,33.25,13,22,58,0
0.13,-59.78,33.25,12,22,57,0
0.13,-1.99,33.25,13,22,59,0
0.13,-25.5,33.25,9,22,59,0
0.13,23.78,33.25,3,22,60,0
0.13,32.65,33.23,3,22,59,0
0.13,-43.76,33.23,4,22,60,0
0.13,38.15,33.23,4,22,59,0
0.13,-14.09,33.23,5,21,61,0
0.13,-11.4,33.23,4,22,60,0
0.13,44.21,33.23,3,22,60,0
0.13,-17.32,33.23,2,21,60,0
0.13,14.9,33.23,3,22,60,0
0.13,-42.64,33.23,3,22,60,0
0.13,-73.72,33.23,3,22,59,0
0.13,123.45,33.23,7,22,60,0
0.13,-4.05,33.23,6,22,59,0
0.13,9.88,33.23,4,19,62,0
0.13,7.84,33.23,13,11,55,0
0.13,-55.61,33.23,37,-11,74,0
0.13,64.86,33.23,29,-2,58,0
0.13,79.44,33.23,14,2,56,0
0.13,50.4,33.23,24,0,61,0
0.14,-10.02,33.23,20,3,72,0
0.13,47.87,33.23,24,5,62,0
0.13,48.68,33.25,21,9,61,0
0.13,-112.7,33.25,23,15,58,0
0.13,-201.66,33.25,20,18,58,0
0.13,-52.49,33.25,23,20,56,0
0.13,26.09,33.23,21,19,58,0
0.13,26.8,33.23,22,20,57,0
0.13,37.35,33.23,23,20,56,0
0.13,-3.91,33.23,24,20,56,0
0.13,23.84,33.23,27,21,53,0
0.13,-2.28,33.23,33,20,52,0
0.13,-35.59,33.23,39,21,47,0
0.14,25.62,33.23,38,20,47,0
0.13,-10.76,33.23,39,20,47,0
0.13,15.74,33.23,39,20,46,0
0.13,20.96,33.23,40,21,46,0
0.13,-24.79,33.23,38,22,46,0
0.13,40.1,33.25,39,23,46,0
0.13,-15.4,33.25,35,25,47,0
0.13,-34.59,33.25,37,26,45,0
0.13,33.5,33.25,39,25,46,0
0.13,1.34,33.25,37,26,45,0
0.13,4.49,33.25,35,26,47,0
0.13,1,33.25,29,25,47,0
0.13,-43.56,33.25,29,23,52,0
0.13,30.1,33.23,32,22,53,0
0.13,-9.15,33.23,30,22,53,0
0.13,1.92,33.23,26,23,50,0
0.13,5.46,33.23,39,4,54,0
0.13,-62.19,33.23,24,-10,64,0
0.13,7.2,33.23,21,-7,62,0
0.13,20.97,33.23,11,-8,63,0
0.13,17.56,33.23,13,-7,62,0
0.13,187.33,33.23,13,-8,63,0
0.14,-101.82,33.23,13,-7,63,0
0.13,-47.48,33.23,13,-8,63,0
0.13,-7.64,33.23,12,-8,63,0
0.13,-65.6,33.23,13,-7,63,0
0.13,30.73,33.23,12,-8,63,0
0.13,-13.4,33.23,12,-8,63,0
0.13,-17.35,33.23,12,-8,63,0
0.13,27.57,33.23,12,-8,63,0
0.14,-48.27,33.23,12,-8,63,0
0.13,44.67,33.23,12,-8,63,0
0.14,2.4,33.23,12,-8,63,0
0.13,-39.96,33.23,12,-8,63,0
0.14,32.28,33.23,12,-8,63,0
0.13,-36.26,33.23,12,-8,63,0
0.14,36.87,33.23,12,-7,63,0
0.14,16.32,33.27,12,-8,63,0
0.14,-58.09,33.27,12,-7,63,0
0.14,52.19,33.27,12,-8,63,0
0.14,-11.33,33.27,12,-8,63,0
0.13,23.64,33.23,12,-8,63,0
0.14,23.78,33.23,12,-8,63,0
0.14,-57.39,33.23,12,-8,63,0
0.13,53.21,33.23,12,-8,63,0
0.13,-4.4,33.23,12,-8,63,0
0.14,-4.02,33.23,12,-8,63,0
0.13,28.07,33.23,11,-8,63,0
0.13,-39.37,33.23,12,-8,63,0
0.14,42.47,33.25,12,-8,63,0
0.14,4.22,33.25,12,-8,63,0
0.14,-43.24,33.25,12,-8,63,0
0.14,34.71,33.25,12,-8,63,0
0.14,-16.86,33.25,11,-8,63,0
0.14,10.75,33.25,12,-8,63,0
0.14,3.59,33.25,12,-8,63,0
0.14,-42.99,33.25,12,-8,63,0
0.14,31.03,33.27,12,-8,63,0
0.14,-7.67,33.27,12,-8,63,0
0.14,-29.96,33.27,11,-8,63,0
0.14,23.68,33.27,12,-8,63,0
0.14,-25.11,33.25,11,-8,63,0
0.14,26.44,33.25,12,-8,63,0
0.14,4.53,33.25,11,-8,63,0
0.14,-48.94,33.25,12,-8,63,0
0.14,32.88,33.25,11,-8,63,0
0.14,-15.84,33.25,12,-8,63,0
0.13,-25.23,33.25,12,-8,63,0
0.13,23.53,33.25,12,-8,63,0
0.14,-30.47,33.23,17,-5,65,0
0.14,27.01,33.23,27,2,60,0
0.14,5.14,33.23,26,1,57,0
0.14,-58.77,33.23,32,5,48,0
0.14,11.91,33.27,38,1,54,0
0.13,-15.32,33.27,38,1,61,0
0.14,23.2,33.27,15,-1,65,0
0.14,45.11,33.27,62,19,31,0
0.13,-17.43,33.23,52,18,28,0
0.13,59,33.23,55,18,28,0
0.13,-21.32,33.23,54,16,32,0
0.13,-236.05,33.23,20,7,50,0
0.13,125.9,33.25,29,-3,58,0
0.14,36.78,33.25,4,-4,71,0
0.13,-10.11,33.25,-12,7,60,0
0.13,38.47,33.25,-13,8,62,0
0.13,-54.72,33.25,-13,8,63,0
0.13,-23.2,33.25,-12,7,62,0
0.13,17.52,33.25,-12,6,63,0
0.13,-37.42,33.25,-11,6,63,0
0.13,116.29,33.29,-11,6,63,0
0.13,45.49,33.29,-10,5,63,0
0.13,-23.41,33.29,-10,5,63,0
0.13,32.59,33.29,-9,4,63,0
0.13,-27.13,33.29,2,3,55,0
0.13,31.94,33.29,11,-4,60,0
0.13,24.17,33.29,16,-7,62,0
0.13,-61.01,33.29,14,-8,62,0
0.13,129.28,33.27,14,-8,62,0
0.14,-25.37,33.27,14,-8,62,0
0.13,-152,33.27,14,-8,62,0
0.14,23.68,33.27,14,-8,63,0
0.13,-19.5,33.27,14,-8,62,0
0.14,7.85,33.27,14,-8,62,0
0.13,16.79,33.27,14,-8,62,0
0.14,-67.16,33.27,14,-8,62,0
0.13,39.09,33.29,14,-8,62,0
0.14,9.31,33.29,14,-8,62,0
0.13,-57.75,33.29,14,-8,63,0
0.14,57.78,33.29,14,-8,62,0
0.13,-14.31,33.27,14,-8,63,0
0.14,6.75,33.27,14,-8,62,0
0.14,35.55,33.27,14,-8,62,0
0.14,-46.05,33.27,14,-8,63,0
0.13,43.02,33.29,14,-8,63,0
0.13,9.98,33.29,14,-8,62,0
0.14,-61.64,33.29,14,-8,62,0
0.13,38.71,33.29,14,-8,62,0
0.14,-17.4,33.29,14,-8,62,0
0.14,-18.87,33.29,14,-8,64,0
0.13,33.21,33.29,12,-3,56,0
0.14,-32.45,33.29,8,-5,64,0
0.14,38.64,33.29,12,-4,62,0
0.13,52.14,33.29,31,-3,58,0
0.13,36.13,33.29,19,-4,61,0
0.13,-68.46,33.29,16,-6,64,0
0.13,-161.19,33.29,18,-4,62,0
0.13,42.03,33.29,16,-4,62,0
0.13,42.87,33.29,15,-4,61,0
0.13,-23.19,33.29,16,-5,63,0
0.13,39.83,33.31,14,-4,62,0
0.13,24.71,33.31,14,-5,63,0
0.13,-41.12,33.31,14,-4,62,0
0.13,37.23,33.31,15,-5,62,0
0.13,12.34,33.31,15,-6,62,0
0.13,-62.23,33.31,13,-4,61,0
0.13,24.26,33.31,15,-6,63,0
0.13,-55.76,33.31,16,-6,62,0
0.14,-57.84,33.33,15,-6,62,0
0.13,-7.1,33.33,15,-6,62,0
0.13,11.56,33.33,15,-6,62,0
0.13,78.23,33.33,15,-7,62,0
0.13,32.35,33.29,15,-6,63,0
0.14,-44.66,33.29,15,-7,62,0
0.13,36.6,33.29,15,-6,62,0
0.13,-7.39,33.29,15,-7,62,0
0.13,-28.81,33.33,15,-6,62,0
0.13,31.79,33.33,15,-7,62,0
0.13,-27.82,33.33,14,-7,62,0
0.14,32.63,33.33,14,-6,62,0
0.13,19.49,33.31,15,-7,62,0
0.14,-56.58,33.31,14,-7,63,0
0.13,48.32,33.31,15,-6,62,0
0.14,-5.94,33.31,14,-7,62,0
0.13,-12.97,33.33,15,-6,62,0
0.13,18.26,33.33,15,-7,62,0
0.13,-43.38,33.33,14,-7,63,0
0.13,38.7,33.33,15,-6,62,0
0.13,4.72,33.31,14,-7,63,0
0.13,-61.53,33.31,14,-6,62,0
0.13,52.01,33.31,15,-7,62,0
0.13,-17.29,33.31,15,-7,62,0
0.13,1.73,33.31,14,-7,62,0
0.14,33.92,33.31,15,-6,62,0
0.14,-38.54,33.31,15,-7,62,0
0.13,44.81,33.31,15,-7,62,0
0.13,10.94,33.33,14,-7,63,0
0.14,-58.01,33.33,15,-6,63,0
0.13,40.79,33.33,14,-6,62,0
0.13,-15.64,33.33,15,-7,62,0
0.13,-11.95,33.34,15,-7,62,0
0.13,30.81,33.34,15,-7,62,0
0.13,-41.33,33.34,15,-7,63,0
0.13,35.74,33.34,15,-7,62,0
0.13,16.76,33.33,15,-7,62,0
0.13,-62.58,33.33,15,-7,62,0
0.14,53.17,33.33,15,-7,62,0
0.13,-0.91,33.33,15,-7,63,0
0.14,-15.94,33.34,17,-8,64,0
0.13,24.33,33.34,20,-1,70,0
0.13,-40.11,33.34,31,22,54,0
0.13,31.68,33.34,-28,46,25,0
0,-0.03,33.15,29,-9,57,1
0.53,5.06,33.15,29,-9,57,1
0.59,17.91,33.15,29,-9,58,1
0.59,79.34,33.15,29,-9,57,1
0.59,228.25,33.15,28,-9,57,1
0.59,-486.5,33.15,29,-9,57,1
0.59,-5.9,33.15,29,-9,57,1
0.59,156.15,33.15,29,-9,58,1
0.59,46.78,33.13,29,-9,58,1
0.59,4.05,33.13,28,-8,57,1
0.59,0.15,33.13,29,-8,57,1
0.59,0.77,33.13,29,-9,58,1
0.59,2.63,33.13,27,-8,57,1
0.59,8.35,33.13,25,-8,59,1
0.59,-6.67,33.13,25,-9,57,1
0.59,-14.44,33.13,34,-13,54,1
0.59,9.04,33.13,33,-13,54,1
0.59,-6.15,33.13,33,-13,54,1
0.59,-12.41,33.13,33,-13,54,1
0.59,5.72,33.13,33,-13,54,1
0.59,-17.64,33.15,33,-13,54,1
0.59,-35.15,33.15,33,-13,54,1
0.59,31.05,33.15,33,-13,54,1
0.59,21.77,33.15,33,-13,54,1
0.59,13.59,33.11,33,-13,54,1
0.58,-11.44,33.11,33,-13,54,1
0.58,21.98,33.11,33,-13,54,1
0.58,15.64,33.11,33,-13,54,1
0.58,-6.34,33.11,32,-13,54,1
0.58,22.95,33.11,33,-12,54,1
0.58,-3.77,33.11,32,-12,54,1
0.58,-1.21,33.11,32,-13,55,1
0.58,6.47,33.09,32,-13,54,1
0.58,-21.11,33.09,32,-13,55,1
0.58,16.41,33.09,32,-12,54,1
0.58,-5.33,33.09,32,-12,54,1
0.58,-25.5,33.11,32,-12,54,1
0.58,15.95,33.11,32,-12,55,1
0.58,-1.35,33.11,32,-13,55,1
0.58,-16.68,33.11,33,-13,54,1
0.58,7.97,33.09,32,-13,54,1
0.58,-13.74,33.09,33,-13,54,1
0.58,0.75,33.09,33,-13,54,1
0.58,-11.45,33.09,33,-13,54,1
0.58,-15.63,33.07,32,-13,55,1
0.58,34.25,33.07,30,-13,55,1
0.58,28.3,33.07,30,-12,56,1
0.58,9.75,33.07,30,-12,56,1
0.58,37.97,33.07,30,-13,56,1
0.58,19.7,33.07,27,-12,56,1
0.58,-12.49,33.07,29,-11,56,1
0.57,-22.54,33.07,30,-11,56,1
0.58,-36.98,33.09,29,-11,56,1
0.57,-9.85,33.09,30,-11,56,1
0.57,-24.44,33.09,29,-11,56,1
0.57,-41.27,33.09,29,-11,57,1
0.57,5.23,33.07,30,-12,57,1
0.57,-2.51,33.07,30,-11,56,1
0.57,6.18,33.07,30,-11,57,1
0.58,10.65,33.07,30,-11,57,1
0.57,-11.2,33.07,29,-11,56,1
0.57,8.78,33.07,29,-11,57,1
0.57,12.64,33.07,29,-11,56,1
0.57,-7.44,33.07,30,-11,57,1
0.57,14.29,33.05,29,-11,57,1
0.57,-6.51,33.05,29,-11,56,1
0.57,3.57,33.05,29,-11,56,1
0.57,8.5,33.05,29,-11,57,1
0.57,-15.36,33.07,29,-11,56,1
0.56,20.6,33.07,29,-11,57,1
0.56,2.95,33.07,29,-11,57,1
0.56,-19.5,33.07,30,-11,57,1
0.56,6.52,33.07,29,-11,56,1
0.56,-17.16,33.07,29,-11,57,1
0.56,5.8,33.07,30,-11,56,1
0.56,12.37,33.07,29,-11,57,1
0.56,-15.89,33.05,30,-11,57,1
0.56,20.45,33.05,30,-11,56,1
0.56,6.74,33.05,30,-11,57,1
0.56,-23.74,33.05,29,-11,57,1
0.56,20.86,33.03,29,-11,57,1
0.56,-4.25,33.03,29,-11,57,1
0.57,0.79,33.03,29,-11,57,1
0.56,10.19,33.03,29,-11,57,1
0.56,-21.89,33.05,30,-10,56,1
0.56,17.15,33.05,29,-11,57,1
0.56,1.31,33.05,29,-11,57,1
0.56,-27.25,33.05,29,-11,57,1
0.56,21.19,33.07,29,-11,57,1
0.55,-2.52,33.07,29,-11,57,1
0.56,-4.05,33.07,29,-11,57,1
0.55,13.73,33.07,29,-11,57,1
0.55,-17.38,33.05,29,-11,57,1
0.55,17.11,33.05,29,-11,57,1
0.55,7.07,33.05,30,-11,57,1
0.55,-26.04,33.05,29,-11,57,1
0.55,17.91,33.03,29,-11,57,1
0.55,-7.53,33.03,29,-11,57,1
0.55,-5.41,33.03,29,-11,57,1
0.55,14.19,33.03,29,-11,57,1
0.55,-24.75,33.03,28,-11,57,1
0.55,22.29,33.03,29,-10,57,1
0.55,3.23,33.03,29,-11,56,1
0.55,-23.44,33.03,29,-11,57,1
0.55,16.67,33.05,29,-11,57,1
0.55,-13.35,33.05,29,-11,57,1
0.55,13,33.05,29,-11,57,1
0.55,10.29,33.05,29,-11,57,1
0.55,-33.59,33.05,29,-11,57,1
0.55,24.94,33.05,29,-10,57,1
0.55,1.6,33.05,29,-11,57,1
0.55,-19.87,33.05,29,-11,57,1
0.54,26.67,33.05,29,-11,57,1
0.54,-12.56,33.05,29,-11,57,1
0.54,11.96,33.05,29,-11,57,1
0.54,8.71,33.05,29,-11,57,1
0.54,-33.07,33.03,29,-11,57,1
0.54,25.91,33.03,29,-11,57,1
0.54,-2.11,33.03,29,-11,57,1
0.54,-20.55,33.03,29,-11,57,1
0.54,21.43,33.03,29,-11,57,1
0.54,-16.31,33.03,29,-11,57,1
0.54,17.27,33.03,29,-11,57,1
0.54,2.74,33.03,29,-11,57,1
0.54,-35.37,33,29,-11,57,1
0.54,26.66,33,29,-11,57,1
0.54,-2.39,33,29,-11,57,1
0.54,-25.16,33,29,-10,57,1
0.54,27.83,33.03,29,-11,57,1
0.54,-15.42,33.03,29,-11,57,1
0.54,11.06,33.03,29,-11,57,1
0.54,16.22,33.03,28,-11,57,1
0.54,-29.86,33.05,28,-11,60,1
0.53,27.19,33.05,28,-11,58,1
0.53,10.78,33.05,28,-10,57,1
0.53,-26.53,33.05,21,-8,61,1
0.54,23.93,33.05,17,-3,60,1
0.53,0.45,33.05,8,0,65,1
0.53,26.59,33.05,19,-8,69,1
0.53,38.37,33.05,12,-5,63,1
0.53,-42.45,33.05,11,-5,63,1
0.53,-88.44,33.05,14,-5,63,1
0.53,72.73,33.05,15,-4,62,1
0.53,2.75,33.05,14,-4,63,1
0.53,-28.01,33.03,14,-4,63,1
0.53,-53.95,33.03,14,-4,62,1
0.53,27.26,33.03,15,-5,63,1
0.53,-11.83,33.03,16,-5,62,1
0.53,2.47,33.05,17,-7,63,1
0.53,1.8,33.05,19,-6,62,1
0.53,-22.71,33.05,20,-6,61,1
0.53,14.29,33.05,21,-7,61,1
0.53,-1.9,33.03,22,-7,61,1
0.53,13.82,33.03,22,-7,61,1
0.52,-4.62,33.03,22,-7,60,1
0.53,-25.12,33.03,22,-7,61,1
0.52,7.15,33,22,-7,60,1
0.53,-20.32,33,22,-7,61,1
0.52,19.72,33,22,-7,61,1
0.52,-4.35,33,22,-7,60,1
0.53,-2.43,33,22,-7,60,1
0.52,10.94,33,22,-7,60,1
0.52,-27.99,33,22,-7,60,1
0.52,25.65,33,22,-7,60,1
0.52,-6.23,33,22,-7,60,1
0.52,13,33,22,-7,60,1
0.52,7.48,33,22,-7,60,1
0.52,-31.71,33,22,-7,61,1
0.52,25.44,33,22,-7,60,1
0.52,-4.36,33,22,-7,60,1
0.52,-14.67,33,22,-7,60,1
0.52,16.51,33,22,-7,60,1
0.52,-16.75,33.03,22,-7,60,1
0.52,16.91,33.03,23,-7,60,1
0.52,7.45,33.03,22,-7,60,1
0.52,-33.2,33.03,22,-7,60,1
0.52,26.75,33,22,-7,60,1
0.52,0.91,33,22,-7,61,1
0.52,-16.16,33,22,-7,60,1
0.52,17.67,33,22,-7,60,1
0.52,-15.87,33.03,22,-7,60,1
0.52,12.89,33.03,22,-7,60,1
0.51,8.53,33.03,22,-7,61,1
0.51,-31.06,33.03,22,-7,60,1
0.51,24.3,33.03,22,-7,60,1
0.51,2.81,33.03,22,-7,60,1
0.51,-23.68,33.03,21,-7,60,1
0.51,19.76,33.03,21,-7,60,1
0.51,-9.7,33.03,22,-7,60,1
0.51,-0.2,33.03,22,-7,60,1
0.51,10.17,33.03,22,-7,60,1
0.51,-19.9,33.03,22,-7,60,1
0.51,22.98,33,21,-6,60,1
0.51,2.6,33,20,-5,56,1
0.51,-27.63,33,28,-11,63,1
0.51,17,33,28,-7,63,1
0.51,-6.85,33,20,-8,60,1
0.51,14.27,33,23,-8,60,1
0.51,3.34,33,23,-9,61,1
0.51,-19.97,33,19,-7,61,1
0.51,9.04,33,31,-12,63,1
0.51,-30.82,33,21,-8,60,1
0.51,-16.6,33,21,-8,60,1
0.5,47.15,33,22,-8,61,1
0.5,-15.27,33.03,22,-8,60,1
0.5,25.3,33.03,21,-8,60,1
0.5,1.29,33.03,22,-8,60,1
0.5,-34.39,33.03,22,-9,60,1
0.5,35.45,33.03,22,-8,60,1
0.5,-8.33,33.03,21,-8,60,1
0.5,7.97,33.03,22,-8,60,1
0.5,12.06,33.03,21,-8,60,1
0.5,-34.56,33,22,-9,60,1
0.5,37.39,33,22,-9,60,1
0.5,-4.16,33,22,-8,60,1
0.5,-17.02,33,22,-8,61,1
0.5,22.28,32.99,21,-9,60,1
0.5,-25.68,32.99,21,-8,60,1
0.5,32.25,32.99,22,-8,60,1
0.5,10.52,32.99,22,-8,60,1
0.5,-38.49,32.99,21,-8,60,1
0.5,31.16,32.99,22,-8,60,1
0.5,-6.93,32.99,22,-8,60,1
0.5,6.96,32.99,21,-8,61,1
0.5,9.53,33,22,-8,61,1
0.5,-37.13,33,22,-8,60,1
0.5,31.07,33,21,-8,60,1
0.5,5.41,33,22,-8,60,1
0.49,-38.66,33.03,21,-8,60,1
0.5,29.39,33.03,21,-8,60,1
0.49,-6,33.03,21,-8,60,1
0.49,-2.74,33.03,21,-9,60,1
0.49,19.05,33,21,-8,60,1
0.49,-21.32,33,21,-8,61,1
0.49,19.12,33,22,-9,61,1
0.49,7.31,33,22,-9,60,1
0.49,-37.59,33.03,22,-8,60,1
0.49,24.95,33.03,22,-8,60,1
0.49,1.8,33.03,22,-8,60,1
0.49,-33.63,33.03,22,-9,60,1
0,-0.03,32.45,51,-35,-21,1
0.83,5.06,32.45,50,-37,-18,1
1.18,17.91,32.45,50,-38,-17,1
1.61,79.34,32.45,50,-38,-17,1
2.09,228.25,32.45,49,-39,-19,1
2.58,-486.5,32.45,46,-42,-19,1
3.1,-5.9,32.45,47,-40,-20,1
3.33,156.15,32.45,48,-38,-20,1
3.32,46.78,32.45,52,-36,-19,1
3.3,4.05,32.45,51,-35,-18,1
3.31,0.17,32.45,50,-38,-17,1
3.36,0.45,32.45,50,-38,-18,1
3.46,2.28,32.47,49,-38,-19,1
3.59,9.32,32.47,47,-40,-20,1
3.68,-9.38,32.47,45,-41,-21,1
3.74,12.21,32.47,47,-38,-20,1
3.77,4.32,32.43,54,-36,-14,1
3.81,-3.54,32.43,60,-32,-6,1
3.85,-12.25,32.43,63,-26,0,1
3.85,44.55,32.43,61,-31,-5,1
3.82,79.43,32.43,52,-38,-10,1
3.78,-41.11,32.43,52,-37,-9,1
3.73,-101.96,32.43,53,-36,-9,1
3.7,-48.8,32.43,55,-34,-11,1
3.68,11.22,32.43,54,-37,-12,1
3.67,71.93,32.43,49,-38,-17,1
3.65,34.39,32.43,44,-41,-21,1
3.64,-4.57,32.43,44,-40,-23,1
3.62,22.27,32.45,48,-40,-20,1
3.61,-8.66,32.45,51,-36,-16,1
3.59,23.17,32.45,54,-35,-14,1
3.57,16.16,32.45,51,-37,-12,1
3.55,35.28,32.45,52,-38,-12,1
3.55,1.13,32.45,54,-36,-10,1
3.58,8.4,32.45,52,-36,-12,1
3.67,-14.57,32.45,52,-36,-14,1
3.79,4.28,32.45,53,-34,-16,1
3.87,14.21,32.45,53,-33,-17,1
3.91,-13.96,32.45,52,-36,-14,1
3.95,-23.48,32.45,53,-36,-12,1
3.96,10.09,32.45,56,-32,-10,1
3.96,-0.5,32.45,56,-32,-9,1
3.94,17.86,32.45,54,-34,-8,1
3.92,-4.65,32.45,55,-36,-5,1
3.88,-10.65,32.43,55,-35,-4,1
3.82,-2.2,32.43,53,-38,-4,1
3.78,13.06,32.43,52,-38,-6,1
3.75,13.42,32.43,53,-37,-9,1
3.71,2.78,32.43,52,-37,-10,1
3.68,-14.97,32.43,49,-38,-8,1
3.65,-12.59,32.43,56,-37,-8,1
3.64,-0.15,32.43,57,-31,-6,1
3.65,8.02,32.45,59,-30,-3,1
3.69,23.85,32.45,60,-30,0,1
3.8,7.18,32.45,58,-33,-2,1
3.87,39.49,32.45,48,-40,0,1
3.91,69.77,32.45,43,-45,2,1
3.89,-43.18,32.45,49,-42,-3,1
3.87,-153.43,32.45,45,-59,1,1
3.91,-16.05,32.45,14,-63,-27,1
3.96,-79.94,32.45,5,-66,-7,1
3.91,2.99,32.45,4,-62,-8,1
3.89,-166.25,32.45,9,-63,-7,1
3.87,113.23,32.45,9,-65,3,1
3.86,20.97,32.45,37,-64,17,1
3.85,13.61,32.45,54,-31,20,1
3.69,-42.93,32.45,50,-37,17,1
3.66,36.45,32.45,48,-42,3,1
3.62,23.07,32.47,67,-31,2,1
3.58,3.78,32.47,51,-33,0,1
3.56,-26.03,32.47,61,-30,4,1
3.44,100.55,32.47,66,-34,2,1
3.21,100.81,32.47,54,-28,2,1
3.17,-3.72,32.47,62,-25,-7,1
2.87,-71.68,32.47,64,-20,-12,1
3.12,19.38,32.47,59,-15,-14,1
3.29,-13.55,32.45,62,-16,-15,1
3.27,20.52,32.45,61,-18,-15,1
3.25,-5.97,32.45,62,-23,-13,1
3.24,-25.24,32.45,60,-21,-13,1
3.26,-58.88,32.47,58,-19,-16,1
3.29,7.26,32.47,60,-27,-14,1
3.32,1,32.47,50,-33,-14,1
3.32,0.22,32.47,54,-36,-2,1
3.32,9.21,32.47,57,-33,-8,1
3.31,2.08,32.47,56,-27,-14,1
3.31,-85.42,32.47,57,-28,-17,1
3.3,-4.22,32.47,54,-31,-17,1
3.29,-20.07,32.47,53,-31,-16,1
3.28,9.53,32.47,46,-34,-22,1
3.27,-24.99,32.47,43,-45,-21,1
3.24,20.8,32.47,40,-49,-21,1
3.31,-15.31,32.45,33,-53,-10,1
3.35,-31.14,32.45,40,-46,-11,1
3.38,-35.7,32.45,52,-44,-10,1
3.33,47,32.45,54,-44,-5,1
3.26,6.56,32.45,43,-40,-3,1
3.26,10.47,32.45,51,-45,-9,1
3.3,-24.67,32.45,43,-41,-24,1
3.42,27.98,32.45,45,-34,-37,1
3.58,-36.94,32.45,29,-40,-41,1
3.42,-18.02,32.45,30,-43,-45,1
2.9,-48.47,32.45,32,-40,-34,1
2.84,22.12,32.45,36,-41,-36,1
2.81,-40.93,32.47,37,-41,-32,1
2.81,90.57,32.47,38,-41,-33,1
2.79,30.06,32.47,38,-39,-32,1
2.77,9.67,32.47,39,-40,-33,1
2.72,-1.26,32.47,38,-40,-32,1
2.72,-8.78,32.47,38,-41,-31,1
2.75,6.79,32.47,39,-41,-28,1
2.75,-27.56,32.47,39,-41,-28,1
2.74,-15.19,32.45,38,-41,-32,1
2.71,-36.17,32.45,38,-39,-33,1
2.68,19.57,32.45,38,-38,-35,1
2.7,4.75,32.45,37,-37,-37,1
2.71,19.38,32.45,38,-37,-37,1
2.71,-6.81,32.45,37,-36,-37,1
2.69,8.65,32.45,37,-37,-37,1
2.69,-14.59,32.45,38,-36,-36,1
2.68,2.21,32.43,39,-35,-38,1
2.68,-6.71,32.43,38,-37,-37,1
2.68,7.41,32.43,39,-34,-37,1
2.67,-1.5,32.43,39,-34,-38,1
2.67,-4.2,32.45,38,-32,-42,1
2.68,0.56,32.45,44,-28,-39,1
2.76,-1.14,32.45,45,-33,-37,1
2.94,6.19,32.45,48,-28,-29,1
3.23,-9.44,32.47,46,-29,-30,1
3.27,18.9,32.47,47,-28,-31,1
3.28,16.84,32.47,48,-28,-37,1
3.3,16.07,32.47,45,-32,-29,1
3.31,-15.96,32.45,67,-30,-35,1
3.43,-23.96,32.45,53,-18,-21,1
3.47,-27.33,32.45,42,-10,-7,1
3.53,-46.44,32.45,74,-26,-25,1
